	text	prediction
4662	Sam Beam, you fill my soul with wonderful things.	0
4663	@USER yeah I do! Drive safely \ud83d\udc95	0
4664	Who wants to wake up and be fit with me? \ud83d\udcaa Any takers? You?	0
4665	@USER Call these outsiders out. Most of these comments and likes come from liberals in other states trying to swing elections in Wisconsin. Shine the light on who and what they are.   Scott Walker has been a target of theirs since his first governor election. We got this! Let’s do it!	0
4666	@USER jajajjajaa olvidalo jjajajajaja te lo explico cuando llegue mientras ve la pelicula de madagascar!!!	0
4667	@USER @USER @USER He is such a stroke🙄	0
4668	@USER Blatantly Lie Much	1
4669	YES! @USER Where We Go One We Go All 💪🏻 💪🏻💪🏻 #WWG1WGA #TheGreatAwakening #MAGA #GodBlessAmerica #GodBlessHumanity	0
4670	I gotta get my tweets from out my messages..this shit fuckin up!!	1
4671	Is there a good place to go and study or should I not even bother trying to leave the house suggestions?	0
4672	@USER totally lol up to you. I'm good all day	0
4673	@USER Do you think she is afraid of pigs that are not the same colour as her? 😊	0
4674	"@USER And that's when you say:  Well I wanted to take care of you, but if you're going to make that impossible, I guess you are on your own.  I think I'll have a steak."""""	0
4675	13 teachers and students blasted in Wisconsin with 12-gauge Winchester 1300 pump-action shotgun. The NRA blames gun control laws.	0
4676	I hate how ppl get a pass on being rude \well dude they work at McDonald's\ That's your job you don't like it make something else happen	1
4677	Wish I was still in the city watching @USER @USER @USER @USER	0
4678	Tryna hide her face with some make up sec	0
4679	@USER nooooooooo it will get better! Think positive! Just dream at work that's what I do lol... like winning the lottery hahaha!!	0
4680	@USER \ud83d\udc96\ud83d\udc8b	0
4681	Lettuce do something!	0
4682	@USER @USER Haha...I thought omg! He was red pilled! I looked back through my replies and it only goes about a month back. I couldn’t find the convo..So thought I’d ask. Have a good one brother!  MAGA	0
4683	@USER how do we do the lab write up is it the same format as the last one	0
4684	@USER Damn! That sounds cool! Do they have a number or a website so i can apply or what?	0
4685	Rock the boat. Luckily I'm ashore.	0
4686	@USER @USER Wait what??? The conservatives actually showed a little sign of respect?  That’s a first.	0
4687	@USER @USER You don’t believe this is true fact and AC360 commentary on your tweet. Let say he is wrong in reference to Florence. But is he correct on you NOT visiting any  impacted areas. How long you will fool your base fans.  Grow up.	0
4688	Still mad about that? Hahah lol.	0
4689	\You put the MAN in Samantha.\ Haha I'm so funny don't hate me Sam.	1
4690	@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.	1
4691	What the fuck	1
4692	Ugh every time we talk I just miss you more And more :/	0
4693	\u201c@lilced25: @USER killa !\u201d Wass up big bro wat chu been up to man ?!	0
4694	EVEN WHEN I DREAM OF YOU THE SWEETEST DREAM WILL NEVER DO; SING IT STEVEN TYLER	0
4695	Trash ass secondary! Told you! \ud83d\ude02\ud83d\ude02	1
4696	@USER Loved! Loved! Loved! your performance last night #SoundofMusic	0
4697	@USER The guy is not even a white Romanian he is a gypsy!	1
4698	@USER Double down on rating. Bet NCAA loves this.	0
4699	mermaids are real, i swear	0
4700	@USER is the best person in the whole entire world ;D	0
4701	Fuck everyone	1
4702	@USER @USER @USER Awesome tweet. You bring out the best in people and you are appreciated. Thanks for yesterday's many live updates  and live coverage and that was just one news story!	0
4703	Anybody can create something	0
4704	No matter how \busy\ a person is, if they care they will always find time for you. S/o to the Real women out there \ud83d\ude4c\ud83d\udc81\u2764	0
4705	I must be a game how I get played	0
4706	I love going to car shows with my stepdad because its the one thing we have in common; our absolute love for cars. \ud83d\ude0d	0
4707	About that time indeed	0
4708	Grandma has surgery tomorrow good luck \ud83d\udc95	0
4709	@USER thats scary	0
4710	So much for a nice peaceful relaxing evening.	0
4711	If it don't fit then hey guess what??? I wasn't talking to you!	0
4712	@USER @USER He is such a showman! And those pipes😍 the man can SING	0
4713	#WalkAway from #Liberals and #JustinTrudeau URL	0
4714	@USER You are basically exploiting people with fear of spiders and you know there are a lot of em so you that’s why you stole that pic to scare people who are arachnophobia	1
4715	I hope it continues to be cool so I can continue to go to bonfires	0
4716	"@USER Shit like this is why I don't follow @USER  Who me? I'm just stating basic facts.  Totally NOT diverting from the actual point. Just stating a fact.""  You're a phony"""	1
4717	@USER At least you’ve been some type of fucked	1
4718	I'm gonna kill everyone in my new classes.	1
4719	@USER Ok G you are hired. Hot yoga fixed it. Feels good as new!	0
4720	I rarely ever watch tv, but when I do I only watch MLB Network \u26be\ufe0f	0
4721	Grizzlies tough	0
4722	@USER why not?? It has a koo taste to It	0
4723	@USER Awesome!! Your school has a pool or lessons after???	0
4724	Hey @USER me &amp; Brittany Bosco are wondering why you're not having a drink with us right now? \ud83d\ude0f	0
4725	Playing #DrawSomething instead of going out cuz im a lame broke loser... :( #ThristyThursday	1
4726	"@USER She is not decent anywhere and most people who respect"" her have no idea what she stands for."""	0
4727	Without you, baby is a waste of time.	0
4728	I #fail tonight.	0
4729	People who can't keep a conversation &lt;&lt;&lt;&lt;	0
4730	I need to go bikini shopping...... \ud83d\udc59\ud83d\ude0f	0
4731	seriously you don't know struggle until you've tried putting on your backpack without ripping out your hair bc it goes down to your ass	1
4732	When @USER 9 year old cousin likes your photo of a beer on Instagram..... Lord	0
4733	No I will not accept the abs #Bachelor	0
4734	i wish to settle deeper \ninto the seasons,\nto become like a pine tree\nor a reindeer	0
4735	@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!!	0
4736	#GabrielGomez is not What Massachusetts needs. We don't Need another Scott Brown. Gomez will be just another GOP puppet in DC.	0
4737	@USER He is so stupid	1
4738	Happppppppppy	0
4739	@USER could've sworn you were scoring last summer though. Don't tell me you weren't.\ud83d\ude02	0
4740	@USER the hotels there now may not be there in a few years.	0
4741	THIS IS BIG MOMENT!!!!!!	0
4742	Gosh, this sucks. I miss you already.	0
4743	Cannot fucking deal with this girl behind me hacking up a lung every 30 seconds #STFU \ud83d\ude12\ud83d\ude20	1
4744	honestly I hate rap music	0
4745	Netflix isn't working and and my camera hood broke too this is turning out to be a great night -____-	0
4746	@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help?	0
4747	Being class widd her where if she hears direction she says one direction @USER	0
4748	\You can wake me up in the dead of the night, wreck my plans baby that's alright\	0
4749	@USER as in to around shoulder length or as in to Miley Cyrus length?	0
4750	#meow	0
4751	Perks of living ALL the way out in Lexington... Yeah there isn't one.	0
4752	Make peace with your past. \u2764	0
4753	@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL	0
4754	@USER @USER middle class voted &amp; continue to support our @USER that u demoralize daily bcuz we do not like direction our country has been heading. It continues when u take a BLIND EYE to hate &amp; violence spewed from ANTIFA &amp;  illegals who disregard our laws.	1
4755	@USER @USER Doomsday for NFL	0
4756	Missin my girl @USER #depressed	0
4757	@USER there are several athletes missing from your results. Why!	0
4758	RAWSuperShow\nThank fuck for santino saving us again #RAWSuperShow	1
4759	picking songs to play at my grandmas funeral is making me extremely emotional.	0
4760	@USER Haha great ending. Modern #Antifa is THE most embarrassing movement since “Nu” Metal in the late 90s. These kids will look back the same way ex limp biscuit fans do and say what the fuck was I thinking!?!	1
4761	@USER @USER @USER Maybe both ;D	0
4762	@USER I agree with you on that one. I was referring to the Governor.	0
4763	what should I have for lunch? #hungrytweet	0
4764	@USER thanks Beb! \ud83d\ude3d\u2764	0
4765	You should never let a relationship be the end of you.	0
4766	@USER I think she is my favorite. God I need to get back to that game! But Dragon Quest 11 has me right now 😂	0
4767	And bring me Taco Bell \ud83d\udc4d	0
4768	have more conversations in my head than in real life	0
4769	I love white girls man	1
4770	This weather is more bipolar than my #dad \ud83d\ude21\u26c5	0
4771	@USER sure can girl!!!	0
4772	@USER I can think of one HUGE thing......	0
4773	Great win! @USER	0
4774	Text meeee. Can't sleep.	0
4775	Cause u a mf'ing liar\nIn yo gotti voice	1
4776	@USER boy shut up	0
4777	Pumped up	0
4778	We don't caree were all caught in your love affairrr	0
4779	whatever's clever	0
4780	When this professor talks and tells stories I feel embarrassed for him! #thisclassblows	0
4781	Off to DC tomorrow. Should be good times	0
4782	@USER I feel asleep im sorry \ud83d\ude29. We'll have a good time tonight see you after work \ud83d\ude18	0
4783	@USER @USER @USER Think about - Trumper supporters have to hide their support for Trump and/or take the life into their own hands if they go out w/Trump #MAGA hat on-it never was like this in the America I remember.  We could have our own political beliefs but still be civil &amp; cordial! Upsetting	0
4784	@USER but u would have 2 b alive...	0
4785	@USER We support you Dana in anything you do—yes you are a heck of an actress. Thank you for fighting for us. NRA Proud. MAGA. BLESSINGS DANA.	0
4786	@USER Love it! He's giving you a heads up that he is the most important living creature in a 10 mile radius !!🐾🤣	0
4787	@USER And there I was thinking I couldn't like you any more than I already did... Brilliant. 😀❤️💉❤️😀	0
4788	"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day."""	0
4789	That was the last time..\ud83d\ude14	0
4790	@USER liars go to hell	1
4791	@USER I got Ur dm but can't reply to it for some Reason	0
4792	3 can we make it 4?	0
4793	I hate waiting this is pissing me off	1
4794	#mydreamis to meet @USER and hvae him say 'baby dont be so shy' because i was so surprised that i didnt say anything	0
4795	This conversation right now is intense!	0
4796	Going to sleep early	0
4797	...nap time\ud83d\ude34	0
4798	@USER Happy to see you back on #days! It wasn't the same without you.	0
4799	\why is your face so swollen? ...oh yeah youre pregnant\ \n'thanks'	0
4800	@USER jc penny like over a month ago	0
4801	Finally getting out of Mobridge! #onemoresleep #vacation	0
4802	@USER you're hating, so it makes you a looser \ud83d\ude0f	1
4803	@USER I think I deserve a kiss after all that mess, what do you think?	0
4804	@USER DANGEROUS OBNOXIOUS GARBAGE....good luck doctor	1
4805	I miss that Documentary shit.	1
4806	Seidenberg scored! @USER	0
4807	@USER He IS Mark Twain in my eyes. Love him.	0
4808	@USER I'd like to nominate myself	0
4809	Tyler the creator is too funny sometimes	0
4810	@USER He’d shat his pants if he faced any Antifa	1
4811	@USER lmao not even I didn't say that! \u263a	0
4812	To freeze me ass off tonight or to stay home and warm... Decisions.	1
4813	Good food with good company	0
4814	Excited to get back to school bc it's going to be Christmas time in the city!\ud83d\ude4a #BestPlaceToBe	0
4815	Run away, till we separate\u2728\ud83d\udc99	0
4816	@USER LOVE your Tory Burch earrings!	0
4817	we are all on our phones oh	0
4818	Adulting is knowing who fucked cut off in your future plans.....	1
4819	$100 cash is someone drinks this dip spit.	1
4820	You wonder why you have no friends and your life sucks. Hmmmm	1
4821	@USER @USER #MSM has no respect left. They have really reached the point of being the #EOTP	0
4822	You could miss me with all that b.s...	0
4823	@USER @USER This is just more proof @USER are beyond unhinged and should never ever have power in this country again. #WalkAwayFromDemocrats #WalkAway @USER @USER	1
4824	I know what @USER will be doing all this week. Couch surfing and watching shark week.	0
4825	@USER @USER @USER @USER @USER @USER @USER What a stupid incompetent devious and toxic PM! May haven't you forgotten 17.4 million voters? Betray us at your peril! You are eroding faith in democracy + destroying Tory Party! You should go URL	1
4826	#NHL14BOBROVSKY	0
4827	@USER just tell me whenever you wanna go, I never do anything anymore	0
4828	@USER you think you're funny but you really are	0
4829	@USER We are so glad we don’t know anyone like those miscreant. Pitiful bunch.	1
4830	I hate when my plans never workout #basicbitch @USER	1
4831	and in this world when nothing else is true, here I am still tangled up in you	0
4832	Wishing I would've watched the games today....	0
4833	It was all Rask	0
4834	@USER But she is hecking cute fluffer	1
4835	goodmawninggg twitter (:	0
4836	That shit really flew.. I graduate saturday.	1
4837	\I don't know what popping and locking is, but I know to lock my car doors when people are doing it.\ -@danieltosh	0
4838	Shit no one says	1
4839	@USER @USER I hope you are right!	0
4840	1st thing Liberals and Conservatives want to pass is the TPP trade deal URL via @USER #cdnpoli #tpp #nafta	0
4841	Feelin some kinda nacho meal from taco bell ..	0
4842	...Congratulations. You are truly the greatest speedster the world has ever known.	0
4843	Got a job offer! #Godisgood	0
4844	@USER Says the man with 18% favorability and won't win so he is retiring!🤣	0
4845	Deleting my Christmas countdown was kind of sad so there's that	0
4846	@USER you're like the perfect mix between Missy Elliot and Aliah	0
4847	It's snowing. Good thing I wasn't planning on moving from the couch anyways. Rather watch #MarchMadness and Tiger reclaim him throne!!!	0
4848	Great coverage! @USER @USER @USER and everyone.	0
4849	That was the longest message I've ever got.... I don't even know to respond to that..	0
4850	Lol only reason I want Michigan to win is for that cash $$$$$	0
4851	@USER hehehe my bad, love this show though!!	0
4852	@USER @USER @USER You never expect Nikki Haley in your mentions but then there she is	0
4853	I fell in love with the colored history account \ud83d\ude0d	0
4854	@USER \ud83d\udc78\ud83d\udc95\ud83d\udc71	0
4855	Off with your head	0
4856	im glad i drop my phone on carpet	0
4857	well off to paint my toes...\u270c\ud83c\udf34\u2764\ud83c\udfb6	0
4858	@USER O well y'all Iight bruh.	0
4859	@USER you retweeted that same tweet like two weeks ago...	0
4860	Kicking it in Bethany, still celebrating, waiting for midnight for Casey's pizza midnight delivery....#ilocewwddjngs #iloveweddings	0
4861	@USER @USER if you miss club to watch PLL the terrorists win	0
4862	Probably about time I got my head out of the clouds and put one foot back on the ground anyway. \ud83d\ude15\ud83d\ude14	0
4863	And I don't have to be in the next days until 4	0
4864	I love how I used to never watch scary movies and now I watch them by myself	0
4865	@USER This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags?	0
4866	@USER king of Prussia? Hahaha	0
4867	@USER this isn't me disagreeing this is me basically saying that i hope you're right but if you are i will spontaneously combust	0
4868	I wish I had a voice..	0
4869	What? All because I had you. Nigga I don't even have you	1
4870	@USER @USER Joe, I'm gonna add him to my fantasy team.	0
4871	I still don't believe that @USER is texting me from the air. Where is she and what is she really up to I wonder ?	0
4872	@USER He is the AL but If were talking entire MLB I will still take Arenado all day defensively over Chapman.	0
4873	I can't wait for tomorrow night !!!! &gt;&gt;&gt;&gt; #excited	0
4874	just turned in an application and immediately got an interview\ud83d\ude36	0
4875	Knowing the Royals, this is just going to be a Dayton extension and completely anticlimactic.	0
4876	My Beezy got married today. \ud83d\ude4c \ud83d\udc8e	0
4877	Remember folks, Feature Freeze for Ubuntu Raring Ringtail is still on for Thursday, March 7th, 2013.	0
4878	@USER sounds good!! I can't wait!! \ud83d\ude01\ud83d\ude01	0
4879	@USER Liberalism has being remarkable sucessful at taking over both sides of the political spectrum today's left are liberals (with emphasis on minority issues and welfare) and today's right are also mostly liberals (with emphasis on nationalism and anti immigration)	0
4880	Why is Laura's dorm room colder than Antarctica	0
4881	@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him	0
4882	@USER Don’t worry hun I will be sharing this everyone needs to see this talent!! 🏳️‍🌈💞	0
4883	@USER hey i tried haha	0
4884	Never been one to chase ... #MyLane	0
4885	@USER YOU WERE FIRST WHEN I CLICKED @USER IF SOMEONE ELSE WAS FIRST, I'D @USER THEM.	0
4886	#RINO Rauner has severely failed Illinois. Touting his “turn around agenda” he gave us nothing but his “turn coat agenda”. Illinois Conservatives not have one choice #VOTE @USER for State experience! URL	0
4887	@USER @USER Ah yes just get a better job. You realize the majority of new job growth is in service industry? And with how expensive student loans are college is less and less realistic for people.	0
4888	What did the fox say?	0
4889	@USER keep threatening your wussy limpdicked Democrats. You are such a coward	1
4890	I knew Stir Crazy went out of business, but somehow I still find myself tugging on the door	0
4891	It's going to take up to game four to get things rolling	0
4892	I love you more than I could ever promise	0
4893	I'm so fun when I don't have a boyfriend \ud83d\ude49	0
4894	Yo momma so fat she puts on her lipstick with a paint-roller.	1
4895	I knew sonic was a bad choice	0
4896	Kid asked how do you translate the sentence 'he likes himself a good pizza' out of literally nowhere in my French class, everyone's freaking	0
4897	Y si se mezcla la amistad con amor? xD	0
4898	@USER lol boi u kno I'm serious wit my craft	0
4899	Dumb broad.	1
4900	@USER yep 50 53 Rowan.	0
4901	@USER Despicable is a world that only goes half way of describing maxine	1
4902	"@USER My feelings exactly.   I was watching a video of an ANTIFA rally"". They were fighting with and cursing at the police. At one point they began fighting with counterprotesters and one was injured. His cohorts immediately began screaming for someone to call 911. Really?"""	0
4903	Bit of knowledge from @USER WinJS is your friend. Its functions are highly perf. optimized. Don't substitute.	0
4904	This life would kill me if I didn't have you. #Memories.	0
4905	Goodmorning tl	0
4906	I won't be doing that for a while	0
4907	@USER cause our balls matter to us man..	0
4908	@USER it's so amazing you can't even finish the tweet? Must be powerful!!	0
4909	I hate the update.	0
4910	".@USER rates @USER claim that the SAFE Act is the nation's toughest gun control law mostly false."" URL"	0
4911	it's actually kind of unfair oh badly my social life drops off during the summer. #ugh	0
4912	@USER @USER Can publishers do that?	0
4913	Homofobicos y falta de respeto! Que buenos valores	0
4914	When people act fake to get other people to like them &lt;&lt;	0
4915	When your mom tells you you're getting \chunky\ #ouch	0
4916	The sky is the limit #lyrictweet \ud83c\udfb6\ud83c\udfb6	0
4917	I can't lie. I won't lie. it's amazing	0
4918	@USER Anna, pillows are the shiz now. Get up to par with trends, Kay? Thanks #pillowcrew	0
4919	AudJpy making another run for 93...tp still 93.10, kind of dumb to wait it out for 10 pips	0
4920	@USER I'm in Bear Lake!	0
4921	I really want to do something fun tonight	0
4922	@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER	0
4923	@USER you're welcome :) anytime! That's what true friends do \u2764\ud83d\ude4f	0
4924	@USER @USER “BuzzFeed News contacted the woman believed to be the subject of the letter at her home last week. She declined to comment. BuzzFeed News has not been able to confirm the contents of the letter.”  Now hearing she is a high school classmate.	0
4925	All i see in my future is success, I'm through with failure	0
4926	can I go back to bed pls	0
4927	Of course I can't sleep though	0
4928	@USER I'm thinking about it he's mean who tells I that I can't have a doge	0
4929	Up at it again thank GOD AMEN	0
4930	Goodbye Blonde, Hellllo Red. \ud83d\udc4b	0
4931	Just burning through these seven stages. It's times like these when I think of how Jack Donaghy would handle this.	0
4932	I hate stomach hangovers.	0
4933	@USER Dianne Feinstein disagrees. She effectively called the woman a liar	1
4934	@USER But you are much prettier .🌞	0
4935	1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL	0
4936	@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic	1
4937	If that makes sense	0
4938	Don't know when but soon just me &amp; my dad. No mom or sister\ud83d\ude04\ud83d\udc4d\ud83c\udfb6	0
4939	@USER Coming from a former AG who should be charged with conspiracy to commit murder in the Fast &amp; Furious scandal. One of the many scandals committed within the Obama Administration.	0
4940	Hope does not exist in rush hour traffic. That's the last traffic comment...,	0
4941	@USER you are very generous. &lt;3	0
4942	@USER @USER Maybe @USER will tweet a bible verse. After all...he is a ferengi. URL	0
4943	I need more female friends.	0
4944	@USER I'm good thanks. Just watching the Duke game now	0
4945	@USER Bring your iPad or iPod so nba on the bus	0
4946	@USER He was.	0
4947	Well that lasted about as long as a snowball in hell #lol	1
4948	@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface	1
4949	But I still have to get through work tonight which is going to make me wanna rip my eye balls out	1
4950	Talent is given. Success is earned.	0
4951	We takin over the game, just call me super smash bros	0
4952	@USER How dare you tell me what Antifa is doing is right. They are not fighting facism they are fighting for their own stupid cause. They are further from fixing facism than the republicans themselves	1
4953	Movida culera que me hicieron vayanse mucho ala verga bola de culebras! un trato es un trato y no se rompen se nota lo corriente que son	0
4954	Making movies think I'm P Diddy	0
4955	@USER @USER Exactly my thoughts. She is always a sweetie when she’s coddled. Her true character exposed as an athlete is revealed in times as this. She’s not a role model or a legend.	0
4956	@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit	1
4957	just gonna skate all night I guess.	0
4958	@USER lol yes knee grow, my lover.	0
4959	I have so much homework this weekend it's not even a weekend	0
4960	A weak mind is easily influenced #getright	0
4961	@USER I always strike lawyers. I served on a jury (civil) and the jury wanted me to decide the case and kept asking me to explain jury instructions. My take away is that the lawyer may hold too much sway in deliberations. But if he or she is on your side.....	0
4962	@USER @USER @USER How many car windows did you smash today while wearing a pussy hat? You anti-American antifa fucktards are a pathetic waste of life. We will slap you down at the ballot box once again. URL	1
4963	@USER Could be Romford Young Conservatives!	0
4964	@USER because instead of studying we sit here for 5 hours and plan out our future marriage \ud83d\udc6b\ud83d\udc91\ud83d\udc8d\ud83d\udc8e	0
4965	@USER Hey Pauly .... when the rest of the countries catch up with USA's environmental policies .. let us know !!	0
4966	I wish I wasn't such a light sleeper \ud83d\ude23	0
4967	Mediocre infield is hard to work around.	0
4968	Me &amp; Tae gotta good ass cousin bond . We act more like sisters than cousins &lt;&lt;&lt;&lt;	1
4969	@USER It's wild thinking about how Clive is minus one boypussy away from wrecking the whole town again	1
4970	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Dint pay any attention to her...she's yet to say anything of interest... meme jerk.	0
4971	@USER Banned the NFL	0
4972	"@USER @USER And if the Resistance"" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A"""	0
4973	Ready to get back to my normal life with my job, my baby @USER , n my lil princess Ella.	0
4974	Ha OMG my stomach is growling SO LOUD and my sister is talking back to it	0
4975	"@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings"" should reject ""gun control"" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by ""gun control”."""	0
4976	@USER @USER @USER are all sick and I've been with all of then today #GREAATTT	0
4977	Where's @USER ? #TeamNoSleep	0
4978	@USER @USER Everybody Talks About the Weather . . . We Don't: We confront them when we make sure that what doesn't suit us never happens again. Don’t blather that it is too violence. The action #AntiFa is not crocheting doilies!	0
4979	@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut	0
4980	@USER that's what I wear hahahah	0
4981	All the kids LOVED Quinn #socute	0
4982	home from camping! tired &amp; irritable \ud83d\ude21\ud83d\ude29	0
4983	Awesome job by my boys @USER on @USER I love them so much!!	0
4984	Not feeling so well /:	0
4985	@USER Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad	1
4986	@USER you spelled potato wrong	0
4987	@USER they were all just added to my workout playlist. Never been so excited to run! \u263a	0
4988	@USER you're taking over Rounders this weekend!	0
4989	been on minecraft for literal hours... HALP	0
4990	I know you can't always believe what your hear about people, but some people have me like \ fuck I should of listened\	1
4991	\ud83d\ude14\ud83d\ude14\ud83d\ude14	0
4992	@USER di nga nag oonline e :/	0
4993	100% TRUE! and she is stupid as well! URL	1
4994	being ignored&lt;&lt;	0
4995	Dissected cow eyeballs \ud83d\ude01\ud83d\udc4d	0
4996	a funny guy is a hot guy	0
4997	@USER is a bad ass bitch\u2764\ud83d\udc8e\ud83d\udc8b	1
4998	there's donuts and muffins how am I supposed to say no?	0
4999	@USER Golly that's gooood	0
5000	@USER she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕	0
5001	I want Mongolian food	0
5002	What is tonight	0
5003	@USER He is an evil godless man.	1
5004	Are you?	0
5005	@USER you're the sassy one!	1
5006	@USER good luck on your quest. You will do fine. Kids are very resilient need love and a lot of attention. On you go.	0
5007	@USER also shitbiscuit stole most of the Tempe girls u can't blame that on me..	1
5008	Y'all worried bout being real, I'm a grown ass man and I handle shit accordingly!	1
5009	@USER Google stock wayyy up. Whats so bad with your Trump world #Google?	0
5010	#10TurnOns ANYTHING PINK!	0
5011	New clothes should be in tomorrow. Stoked.	0
5012	American hoggers &gt;&gt;&gt;	0
5013	All I need right now is a bear hug from my boyfriend \ud83d\udc98	0
5014	*hugs Milo* He is mine now and you cannot have him back. &gt;.&gt;	0
5015	@USER There aren't many instances I've been in where you can just admire the woman's physique. If i spend too long looking at a woman's bits it all comes into question. Porn allows an up close personal experience for as long as I like with no challenges. except of course getting caught	0
5016	Buffalo chicken pizza \ud83d\ude0d	0
5017	@USER thank you sis. Love you!	0
5018	I could never understand	0
5019	Happy Yuesday!	0
5020	@USER how's the Chilly	0
5021	@USER yoda he talk like make sure!	0
5022	Ugh	0
5023	@USER no thank goodness!	0
5024	Cant wait till its april 1st just to park my car on @USER 's side of the street and tell the cops and neighbors to suck it	1
5025	@USER You are not alone here. I didn't like The Last Jedi a bit more than Force Awakens. Cannot talk about Solo because didn't see it. But Rouge One is the other Star Wars under Disney that was good.	0
5026	Yeah Tolzien!	0
5027	@USER it's a win-win baby.	0
5028	Some days are just good ones \u2764\ud83d\udc4d any day I get glitter bombed by adorable 6 yr olds is one of them #lovemyjob #justnotadults	0
5029	Legs today!	0
5030	I'm really drunk twitter. Really fucking drunk.	1
5031	@USER You are out of order today fam LMFAO	0
5032	Homework &lt;&lt;&lt; \ud83d\ude01\ud83d\ude01\ud83d\ude01	0
5033	@USER mines not as long on top haha I wish tho!	0
5034	@USER boba	0
5035	I don't know how you wake up stressed out but I definitely did today \ud83d\ude16	0
5036	@USER I could use a hot tub, wine, &amp; you in my life \ud83d\ude18	0
5037	People over use \ #sorrynotsorry\	0
5038	@USER WHAT THW FUCK	1
5039	Wow the cracks in my phone look so beautiful in the sunlight #mad	0
5040	OH words that should never be spoken by anyone above the age of 14 \oh this would look so cute with skinny jeans and ugg boots!\	0
5041	@USER No gun control people can ever explain the logic of any gun law or any weapon restriction. Always just blanket statements for the sheep to follow #2A #CruzCrew #TX #Florida #VoteRedToSaveTexas #VoteRedToSaveFlorida	0
5042	Like ever.	0
5043	You take it as a joke now we will see where that gets you.	0
5044	@USER LOL	0
5045	Shelby that was for you btw	0
5046	@USER okay	0
5047	\u0645\u0627 \u0628\u064e\u0639\u062f \u0627\u0644\u0646\u064e\u0647\u0631\u0650 \u0627\u0644\u0635\u0627\u0639\u0650\u062f \u0639\u0644\u0651\u0645\u0627\u064b \u0625\u0644\u0627 .. \u0634\u064e\u0644\u0627\u0644\u0652 \ud83c\udf0a	0
5048	@USER @USER You are the In educated twat! That speed crap and can’t read obviously🤒!	1
5049	@USER @USER @USER No. She is a liar.	1
5050	My sister has a thing for spamming my phone when she has a question. It makes me wanna throw my phone.	0
5051	@USER @USER pretty much explains the entire 6 seconds.	0
5052	@USER @USER awesome, thanks.	0
5053	I remember when my elementary school used to throw a haunted house and almost every kid came out crying lol.	0
5054	Drake get me in my feelings, I shouldn't be listening to him but wtv	0
5055	Pitch perfect for the billionth time \ud83d\ude3b	0
5056	Why is it already bright out I just want to sleep.	0
5057	@USER hahaha u almost came up missin a couple times during season haha but i love you so i couldnt	0
5058	Kadang kamu memilih tuk melepaskan dia yg kamu cinta, bukan karena kamu berhenti peduli, tp kamu berhenti memaksa dia tuk peduli.	0
5059	@USER hott body ugly face	1
5060	@USER I would love to watch gladiator for class	0
5061	I have never felt so brave to tell you how much I love you until now!!!! #ThankYouLordforlove	0
5062	@USER me &amp; Katy were behind this same car just the other day, very jealous	0
5063	O-Week it's been real. Until next year...	0
5064	@USER I don't think you'll have a choice of you come	0
5065	Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂	1
5066	I need someone I can cuddle up with and watch corny Christmas movies.	0
5067	@USER don't indirect tweet about my boyfriend . Thanks	0
